ngram,cleaned
drink_water_sanitation,drink water sanitation
downward_spiral,downward spiral
labor_camp,labor camp
increasingly_evident,increasingly evident
review_initial_pic,review initial pic
death_toll,death toll
threaten_interfere_accomplishment_purpose,threaten interfere accomplishment purpose
eligibility_threshold,eligibility threshold
class_treat_equally,class treat equally
meat_product,meat product
bod_biochemical_oxygen_demand,bod biochemical oxygen demand
fuel_combustion,fuel combustion
fuel_fodder,fuel fodder
lie_groundwork,lie groundwork
increased_productivity,increase productivity
advance_procurement_retroactive,advance procurement retroactive
play_decisive_role,play decisive role
lease_asset,lease asset
launch_ambitious,launch ambitious
improved_water_supply,improved water supply
description_attach_hereto,description attach hereto
crop_harvest,crop harvest
sign_behalf_recipient,sign behalf recipient
week_restriction_night,week restriction night
relate_insolvency_proceeding,relate insolvency proceeding
evenly_spread,evenly spread
liquid_solid,liquid solid
specialist_peer_reviewer,specialist peer reviewer
medium_size_enterprise,medium size enterprise
people_live_poverty,people live poverty
borrower_cancel_withdrawn,borrower cancel withdrawn
define_inclusive,define inclusive
property_registration_contact,property registration contact
coefficient_regression,coefficient regression
biological_chemical,biological chemical
stretch_river,stretch river
legally_mandate_penalty_redundancy,legally mandate penalty redundancy
global_warm,global warm
ram_reflect_staff,ram reflect staff
soybean_oil,soybean oil
party_terminate_redundant_worker,party terminate redundant worker
ability_sue_directly,ability sue directly
expenditure_incidental_delivery,expenditure incidental delivery
ancillary_equipment,ancillary equipment
annex_glance,annex glance
short_time_horizon,short time horizon
catholic_university,catholic university
garbage_bin,garbage bin
transaction_precisely_promote,transaction precisely promote
order_reason_therefor,order reason therefor
accident_accident,accident accident
correct_imbalance,correct imbalance
vat_vat,vat vat
party_argue_merit,party argue merit
united_kingdom_japan,united kingdom japan
ministerial_conference,ministerial conference
language_culture,language culture
disclosure_publish_periodic,disclosure publish periodic
settlement_pattern,settlement pattern
location_immediately_deadline,location immediately deadline
school_lunch,school lunch
major_drawback,major drawback
organization_standardization,organization standardization
proactive_role,proactive role
project_datum_redid,project datum redid
financial_analyst_economist,financial analyst economist
tank_truck,tank truck
adaptation_climate,adaptation climate
passenger_terminal,passenger terminal
board_director_board_director,board director board director
average_interruption_frequency,average interruption frequency
aquatic_resource,aquatic resource
ability_plaintiff_directly,ability plaintiff directly
climate_change_variability,climate change variability
repayment_principal_request,repayment principal request
effluent_treatment_plant,effluent treatment plant
sole_source_procedure,sole source procedure
wheat_corn,wheat corn
currency_pool_loan,currency pool loan
simplified_version,simplify version
history_culture,history culture
fully_withdraw,fully withdraw
convincing_evidence,convincing evidence
dust_suppression_measure,dust suppression measure
equity_net_inflow,equity net inflow
ultimate_success,ultimate success
maternal_health_care,maternal health care
diarrhea_disease,diarrhea disease
liquidation_reorganization_economy,liquidation reorganization economy
beg_question,beg question
suffer_setback,suffer setback
historical_monument,historical monument
law_structural_flaw,law structural flaw
criminal_civil,criminal civil
demonstrate_ability,demonstrate ability
global_warming_potential,global warming potential
hard_predict,hard predict
openness_transparency,openness transparency
transaction_interested_party,transaction interested party
poorly_drain,poorly drain
western_western,western western
nearby_village,nearby village
socially_orient,socially orient
portion_principal_loan,portion principal loan
measure_range_packing,measure range packing
carefully_choose,carefully choose
consumable_material,consumable material
basic_literacy_numeracy,basic literacy numeracy
stand_purport_present,stand purport present
commutable_general_equilibrium,commutable general equilibrium
migrant_migrant,migrant migrant
operational_manual_statement,operational manual statement
freshwater_fish,freshwater fish
gross_inflow,gross inflow
obstacle_overcome,obstacle overcome
million_cubic_foot,million cubic foot
come_closer,come closer
competitive_bidding_accordance,competitive bidding accordance
payable_currency_freely_usable,payable currency freely usable
ranking_economy_rank,rank economy rank
check_accuracy,check accuracy
achieve_twin_goal,achieve twin goal
neonatal_mortality,neonatal mortality
near_residential,near residential
passenger_kilometer,passenger kilometer
recycle_reuse,recycle reuse
statistical_technique_assessment_validation,statistical technique assessment validation
fare_bad,fare bad
register_property_standardized,register property standardize
agreement_foregoing_duly_authorize,agreement forego duly authorize
emergency_obstetric_care,emergency obstetric care
fuel_switching,fuel switching
partnership_strategy,partnership strategy
port_entry,port entry
judge_appoint,judge appoint
regional_peer,regional peer
low_voltage_distribution,low voltage distribution
bottleneck_bankruptcy_cut_claimant,bottleneck bankruptcy cut claimant
man_woman_man_woman,man woman man woman
constitution_constitution,constitution constitution
anchor_expectation,anchor expectation
radioactive_waste,radioactive waste
approve_board_director,approve board director
cigar_consultative_group,cigar consultative group
port_salaam,port salaam
effective_jun_mar,effective jun mar
par_pour,par pour
yes_employer_notify,yes employer notify
veterinary_drug,veterinary drug
multinational_enterprise,multinational enterprise
final_determination,final determination
comptroller_general,comptroller general
monetary_exchange_rate,monetary exchange rate
unforeseen_circumstance,unforeseen circumstance
bright_spot,bright spot
sized_enterprise,sized enterprise
debt_incl_guarantee,debt incl guarantee
conflict_fragility,conflict fragility
pleased_note,pleased note
diversion_channel,diversion channel
fall_disrepair,fall disrepair
reform_momentum,reform momentum
village_headman,village headman
world_bank_commit_preserve,world bank commit preserve
clear_backlog,clear backlog
restructure_paper_summary,restructure paper summary
fresh_milk,fresh milk
eastern_northern,eastern northern
outside_purview,outside purview
publish_newspaper,publish newspaper
hiring_firing,hire firing
climate_proof,climate proof
unspent_balance,unspent balance
scope_secured_transaction,scope secure transaction
sell_lease,sell lease
timetable_step,timetable step
toxic_gas,toxic gas
compelling_evidence,compelling evidence
indigenous_territory,indigenous territory
making_process,make process
logistical_challenge,logistical challenge
finance_preregistration_example,finance preregistration example
adequately_supervise,adequately supervise
delete_entirety_paragraph_section,delete entirety paragraph section
access_excreta_disposal,access excreta disposal
largely_neglect,largely neglect
gross_school_enrollment,gross school enrollment
modernize_custom,modernize custom
fatal_accident,fatal accident
paved_network,paved network
setting_forth,set forth
poultry_meat,poultry meat
smallholder_rubber,smallholder rubber
census_inventory,census inventory
spatial_resolution,spatial resolution
sediment_trap,sediment trap
bio_gas,bio gas
org_org_org,org org org
sole_proprietorship,sole proprietorship
month_ahead_schedule,month ahead schedule
severe_deterioration,severe deterioration
