ngram,cleaned
federal_democratic_republic,federal democratic republic
internet_org_mail_feedback,internet org mail feedback
cabinet_approve,cabinet approve
prove_effective,prove effective
human_capital_accumulation,human capital accumulation
involuntary_land_acquisition,involuntary land acquisition
correctly_identify,correctly identify
finance_proceed_financing,finance proceed financing
repair_replacement,repair replacement
relate_thereto,relate thereto
peace_building,peace building
fish_catch,fish catch
gender_parity,gender parity
death_rate,death rate
cumulatively_period_cover,cumulatively period cover
southern_province,southern province
agree_task_force,agree task force
original_maturity,original maturity
heavy_dependence,heavy dependence
select_pursuant,select pursuant
poverty_reduction_share_prosperity,poverty reduction share prosperity
economically_efficient,economically efficient
remain_stagnant,remain stagnant
safeguard_data_sheet,safeguard data sheet
total_outstanding_disburse,total outstanding disburse
highly_volatile,highly volatile
purchasing_power_parity,purchase power parity
protective_equipment,protective equipment
bidding_document_proposal_submission,bidding document proposal submission
sustainable_equitable,sustainable equitable
company_successful_claim,company successful claim
necessary_repair_renewal,necessary repair renewal
fertilizer_chemical,fertilizer chemical
email_address,email address
provide_legally_sufficient,provide legally sufficient
surpass_target,surpass target
act_cap,act cap
read_write,read write
mass_transit,mass transit
executing_agency,execute agency
wide_range_stakeholder,wide range stakeholder
risk_appetite,risk appetite
electronic_mean_applicable_delete,electronic mean applicable delete
attachment_furnish_world_bank,attachment furnish world bank
period_concurrence_consider,period concurrence consider
date_ninety_day,date ninety day
accrual_date_rate,accrual date rate
identification_credential_deliver_application,identification credential deliver application
business_trade_border,business trade border
paddy_field,paddy field
agreement_accrual_date,agreement accrual date
population_density_person,population density person
publish_widely_circulate,publish widely circulate
willing_able,willing able
revenue_stream,revenue stream
opinion_survey,opinion survey
org_fax,org fax
physical_biological,physical biological
brooking_paper_economic,brook paper economic
occupational_safety_health,occupational safety health
accordance_amortization_schedule,accordance amortization schedule
mining_quarry,mining quarry
parliamentary_election,parliamentary election
statistical_appendix_table,statistical appendix table
assist_competent,assist competent
community_empowerment,community empowerment
producer_consumer,producer consumer
repetition_rate,repetition rate
party_buyer_seller,party buyer seller
audio_visual,audio visual
international_treaty,international treaty
surface_water_body,surface water body
association_act_administrator,association act administrator
strike_balance,strike balance
mortality_morbidity,mortality morbidity
indicator_data_sheet,indicator data sheet
equality_opportunity,equality opportunity
dispute_court,dispute court
subsidiary_loan,subsidiary loan
vice_chairman,vice chairman
eastern_western,eastern western
approval_date_jun,approval date jun
maternal_child,maternal child
notwithstanding_provision_section,notwithstanding provision section
legislative_regulatory_framework,legislative regulatory framework
sub_basin,sub basin
content_page,content page
cause_death,cause death
monetary_fund,monetary fund
exceed_equivalent_make,exceed equivalent make
hereinafter_set_forth,hereinafter set forth
author_grateful,author grateful
recommendation_sign,recommendation sign
narrow_gap,narrow gap
wood_fuel,wood fuel
set_president_memorandum,set president memorandum
formally_adopt,formally adopt
fiduciary_responsibility,fiduciary responsibility
secondary_school_teacher,secondary school teacher
collective_bargaining,collective bargaining
assume_constant,assume constant
request_client_connection,request client connection
wage_differential,wage differential
shall_action_dissolution,shall action dissolution
developed_region,develop region
avoid_unnecessary,avoid unnecessary
internally_generate_fund,internally generate fund
base_violence,base violence
shall_suspend_cancel,shall suspend cancel
trend_reverse,trend reverse
disburse_outstanding,disburse outstanding
financial_statement_auditor,financial statement auditor
sewerage_connection,sewerage connection
accept_obligation_article,accept obligation article
hard_currency,hard currency
supervisory_board,supervisory board
borrow_abroad,borrow abroad
rainfall_pattern,rainfall pattern
risk_taking,risk
situation_deteriorate,situation deteriorate
enrollment_ratio,enrollment ratio
mission_aide,mission aide
door_door,door door
voting_right,vote right
hold_promise,hold promise
term_reference_qualification,term reference qualification
semi_annual_basis,semi annual basis
version_say_advertisement,version say advertisement
governmental_organization,governmental organization
guinea_guinea,guinea guinea
geographic_information,geographic information
applicable_consultancy_assignment,applicable consultancy assignment
heavy_duty,heavy duty
vocational_train,vocational train
qualification_bidder,qualification bidder
east_coast,east coast
resilience_global,resilience global
anti_money_laundering_combat,anti money launder combat
business_enforce_contract,business enforce contract
procedure_acceptable_association,procedure acceptable association
convert_dollar,convert dollar
crucial_success,crucial success
long_term_viability,long term viability
computer_equipment,computer equipment
deliver_application_electronic_mean,deliver application electronic mean
specially_design,specially design
definition_unless_context,definition unless context
human_capital_formation,human capital formation
fax_email_pic_org,fax email pic org
refresher_training,refresher training
paragraph_appendix_thereto_appendix,paragraph appendix thereto appendix
cottage_industry,cottage industry
quantifiable_benefit,quantifiable benefit
explanatory_note,explanatory note
accurate_timely,accurate timely
long_attribution,long attribution
weekly_basis,weekly basis
answer_yes,answer yes
field_trial,field trial
strict_enforcement,strict enforcement
mean_median,mean median
manufacture_territory,manufacture territory
cast_doubt,cast doubt
play_catalytic_role,play catalytic role
narrow_range,narrow range
job_placement,job placement
crop_cultivation,crop cultivation
office_equipment_furniture,office equipment furniture
time_enforce_judgment,time enforce judgment
transparent_efficient,transparent efficient
densely_populate_area,densely populate area
customer_satisfaction,customer satisfaction
organic_waste,organic waste
sale_buyer_movable,sale buyer movable
adjust_accordingly,adjust accordingly
train_manpower,train manpower
situation_worsen,situation worsen
diesel_oil,diesel oil
budget_appropriation,budget appropriation
nominal_wage,nominal wage
soil_moisture,soil moisture
volume_necessarily_reflect,volume necessarily reflect
loan_accordance_amortization,loan accordance amortization
ease_business_rank,ease business rank
enhance_transparency_accountability,enhance transparency accountability
railway_railway,railway railway
write_approval,write approval
score_depth,score depth
registration_company_seal,registration company seal
architectural_design,architectural design
mean_standard_deviation,mean standard deviation
timely_submission,timely submission
intergovernmental_panel_climate_change,intergovernmental panel climate change
consumer_surplus,consumer surplus
team_like_thank,team like thank
conflict_prevention,conflict prevention
technical_working_group,technical working group
consumption_basket,consumption basket
methodology_datum_collection,methodology datum collection
measure_cent_dollar,measure cent dollar
debt_amortization,debt amortization
time_spend_gathering,time spend gather
operate_pursuant,operate pursuant
bidder_qualification,bidder qualification
useful_lesson,useful lesson
husband_wife,husband wife
notify_recipient,notify recipient
irrespective_value,irrespective value
update_version,update version
horizontal_axis,horizontal axis
resolve_grievance,resolve grievance
cause_involuntary_taking,cause involuntary taking
fiscal_imbalance,fiscal imbalance
statement_cash_flow,statement cash flow
method_frequency_filing,method frequency filing
parent_teacher,parent teacher
horizontal_vertical,horizontal vertical
relatively_straightforward,relatively straightforward
tax_trade_border,tax trade border
receive_frequency,receive frequency
accordance_provision_schedule_agreement,accordance provision schedule agreement
notwithstanding_provision_paragraph_section,notwithstanding provision paragraph section
express_satisfaction,express satisfaction
private_developer,private developer
act_enact,act enact
eligibility_compensation,eligibility compensation
advanced_technology,advanced technology
dutch_disease,dutch disease
mandatory_disclosure,mandatory disclosure
charter_accountant,charter accountant
medium_size_company,medium size company
crowd_private_sector,crowd private sector
structural_weakness,structural weakness
econometric_model,econometric model
noise_emission,noise emission
illiteracy_rate,illiteracy rate
relate_foregoing,relate forego
exclusive_right,exclusive right
mention_previously,mention previously
rent_seeking,rent seek
macro_micro,macro micro
credit_protect_investor,credit protect investor
flood_prone_area,flood prone area
vertical_axis,vertical axis
proceed_loan,proceed loan
addition_thereto,addition thereto
unmet_demand,unmet demand
waste_dump,waste dump
behalf_recipient,behalf recipient
time_invariant,time invariant
unemployment_underemployment,unemployment underemployment
revise_closing_date,revise closing date
sweet_potato,sweet potato
executive_summary_background,executive summary background
exploitation_natural_resource,exploitation natural resource
ease_business_ranking,ease business ranking
widely_circulate_national,widely circulate national
alternative_route,alternative route
grievance_complaint,grievance complaint
live_extreme_poverty,live extreme poverty
operating_profit,operate profit
explanation_difference,explanation difference
meta_analysis,meta analysis
attorney_general,attorney general
client_connection_website,client connection website
minister_minister,minister minister
major_theme_theme,major theme theme
double_counting,double counting
application_designate_official,application designate official
asymmetric_information,asymmetric information
sign_envelope,sign envelope
fax_internet_copyright_com,fax internet copyright com
format_content,format content
lac_region,lac region
assume_court_hear,assume court hear
list_abbreviation,list abbreviation
impose_restriction,impose restriction
regular_supervision_mission,regular supervision mission
vehicular_traffic,vehicular traffic
land_donation,land donation
failure_comply,failure comply
property_valuation,property valuation
designate_account_subsection_segregate,designate account subsection segregate
vertical_integration,vertical integration
passenger_freight,passenger freight
opinion_leader,opinion leader
sell_repay,sell repay
student_attend,student attend
dust_generation,dust generation
section_official_authorize,section official authorize
programmatic_series,programmatic series
negative_correlation,negative correlation
euro_zone,euro zone
fragile_conflict_affected,fragile conflict affect
agriculture_forestry_fishery,agriculture forestry fishery
association_refund_association,association refund association
employment_consult_firm,employment consult firm
core_inflation,core inflation
evidence_authority_authenticated,evidence authority authenticate
performance_criterion,performance criterion
save_life,save life
repay_profit,repay profit
compensatory_measure,compensatory measure
non_discrimination,non discrimination
theoretical_empirical,theoretical empirical
school_feeding_program,school feeding program
attract_attention,attract attention
bilateral_trade,bilateral trade
surface_ground_water,surface ground water
apply_auditing_standard,apply auditing standard
caff_million,caff million
shall_duly_perform,shall duly perform
delivery_thereof,delivery thereof
cultural_religious,cultural religious
group_street_fax,group street fax
time_prepayment_premium,time prepayment premium
achieve_universal_primary,achieve universal primary
section_limitation_restriction,section limitation restriction
engineering_design,engineering design
pesticide_fertilizer,pesticide fertilizer
net_cash_flow,net cash flow
money_supply,money supply
value_add_worker,value add worker
textual_procurement_plan,textual procurement plan
public_information_notice,public information notice
sole_responsibility,sole responsibility
seed_multiplication,seed multiplication
trade_union,trade union
require_stay_abreast,require stay abreast
corporate_baseline_actual,corporate baseline actual
voluntary_basis,voluntary basis
department_foreign_affair,department foreign affair
ring_road,ring road
require_waiver,require waiver
medical_officer,medical officer
adaptation_mitigation,adaptation mitigation
prior_review_prior_concurrence,prior review prior concurrence
harmful_effect,harmful effect
right_borrower_lender,right borrower lender
productive_safety_net,productive safety net
wealthy_household,wealthy household
pend_single_stage,pend single stage
shift_cultivation,shift cultivation
demonstration_plot,demonstration plot
identity_card,identity card
boost_share_prosperity,boost share prosperity
south_pacific,south pacific
thirty_day,thirty day
fax_mail_publication_org,fax mail publication org
guideline_acceptable_association,guideline acceptable association
pay_dividend,pay dividend
paradigm_shift,paradigm shift
right_disable_borrower,right disable borrower
designate_recipient,designate recipient
specify_bidding_document,specify bidding document
food_chain,food chain
vertical_horizontal,vertical horizontal
incidence_disease,incidence disease
macroeconomic_imbalance,macroeconomic imbalance
housing_census,housing census
coffee_cocoa,coffee cocoa
credit_card,credit card
physical_human_capital,physical human capital
male_counterpart,male counterpart
executive_board_conclude_article,executive board conclude article
water_sanitation_hygiene,water sanitation hygiene
river_crossing,river crossing
event_specify,event specify
severance_pay,severance pay
principal_charge_total,principal charge total
report_explain_variance,report explain variance
fiscal_stance,fiscal stance
senior_executive,senior executive
crucial_element,crucial element
world_bank_inspection_panel,world bank inspection panel
turn_century,turn century
hardest_hit,hardest hit
bachelor_degree,bachelor degree
applicable_domestic_preference,applicable domestic preference
null_hypothesis,null hypothesis
adverse_weather_condition,adverse weather condition
field_swift_payment,field swift payment
steep_decline,steep decline
near_zero,near zero
kilometer_custom_baseline_actual,kilometer custom baseline actual
chronic_disease,chronic disease
measure_administrative_burden,measure administrative burden
attachment_document_restrict,attachment document restrict
access_reliable_affordable,access reliable affordable
energy_intensive,energy intensive
green_revolution,green revolution
attachment_form_authorized,attachment form authorize
timely_accurate,timely accurate
intergovernmental_transfer,intergovernmental transfer
fertile_soil,fertile soil
world_heritage_site,world heritage site
memorandum_understanding_sign,memorandum understanding sign
framework_document_disclose,framework document disclose
cross_drainage,cross drainage
behalf_recipient_act_individually,behalf recipient act individually
specify_paragraph,specify paragraph
damage_compromise_term,damage compromise term
place_form_language,place form language
river_delta,river delta
main_finding,main finding
personal_communication,personal communication
storage_handling,storage handling
section_timetable_key,section timetable key
significant_shortcoming_include,significant shortcoming include
elementary_education,elementary education
moderate_moderate_overall,moderate moderate overall
business_register_property,business register property
immunization_coverage,immunization coverage
resolve_complaint,resolve complaint
regulatory_supervisory,regulatory supervisory
wide_spectrum,wide spectrum
standardized_company,standardized company
peace_security,peace security
authorize_withdrawal,authorize withdrawal
limited_liability,limited liability
strongly_associate,strongly associate
bridge_bridge,bridge bridge
terminate_pursuant_term,terminate pursuant term
robust_standard_error,robust standard error
paragraph_schedule_agreement,paragraph schedule agreement
flash_flood,flash flood
debt_create_flow,debt create flow
slum_upgrading,slum upgrading
continued_expansion,continue expansion
normal_circumstance,normal circumstance
management_framework_emf,management framework emf
paragraph_schedule_association,paragraph schedule association
worth_billion,worth billion
cognitive_skill,cognitive skill
overcome_challenge,overcome challenge
staff_appraisal_box,staff appraisal box
termination_cancellation_suspension,termination cancellation suspension
escrow_account,escrow account
measure_metric_abbreviation,measure metric abbreviation
rely_solely,rely solely
ministry_commerce_industry,ministry commerce industry
biodiversity_conservation_sustainable,biodiversity conservation sustainable
secondary_vocational,secondary vocational
risk_debt_distress,risk debt distress
law_justice,law justice
black_sea,black sea
materially_adversely_affect,materially adversely affect
internal_affair,internal affair
pursuant_paragraph_association,pursuant paragraph association
restore_confidence,restore confidence
crop_residue,crop residue
informal_formal,informal formal
road_pave,road pave
provision_paragraph_guideline,provision paragraph guideline
fee_insolvency_administrator,fee insolvency administrator
tangible_benefit,tangible benefit
district_unite_state,district unite state
lack_familiarity,lack familiarity
com_com,com com
physical_contingency_price_contingency,physical contingency price contingency
certify_copy,certify copy
provident_fund,provident fund
supervision_qualified_experienced,supervision qualify experience
medical_equipment,medical equipment
crude_death_rate,crude death rate
treasury_single,treasury single
early_detection,early detection
supervision_rat_satisfactory,supervision rat satisfactory
cross_cut_theme,cross cut theme
reallocate_resource,reallocate resource
opposite_true,opposite true
logical_framework,logical framework
infant_child,infant child
end_fee_payable,end fee payable
date_late_observation,date late observation
committee_compose,committee compose
summary_executive_director,summary executive director
liaison_officer,liaison officer
overall_fiscal_deficit,overall fiscal deficit
approve_body_liable,approve body liable
feature_prominently,feature prominently
memorandum_item_nominal,memorandum item nominal
asphalt_road,asphalt road
tree_shrub,tree shrub
depend_crucially,depend crucially
food_self_sufficiency,food self sufficiency
remain_fragile,remain fragile
consultative_group_meeting,consultative group meeting
employment_consulting_firm,employment consulting firm
labor_force_thousand,labor force thousand
approval_party_terminate,approval party terminate
copy_transmit_portion,copy transmit portion
rely_exclusively,rely exclusively
firmly_establish,firmly establish
large_tract,large tract
satisfactory_unsatisfactory_highly_unsatisfactory,satisfactory unsatisfactory highly unsatisfactory
telephone_connection,telephone connection
pragmatic_approach,pragmatic approach
wheat_rice,wheat rice
insolvency_proceeding,insolvency proceeding
safeguard_specialist_safeguard_policy,safeguard specialist safeguard policy
protect_minority_investor,protect minority investor
winter_month,winter month
quality_relevance,quality relevance
article_miscellaneous_provision,article miscellaneous provision
disclose_website,disclose website
satisfactory_unsatisfactory,satisfactory unsatisfactory
moisture_content,moisture content
accordance_consistently_apply,accordance consistently apply
chief_accountant,chief accountant
short_term_debt,short term debt
current_closing_date,current closing date
collateral_registry_operation,collateral registry operation
illustrative_purpose,illustrative purpose
employ_worker_indicator,employ worker indicator
team_grateful,team grateful
tariff_setting,tariff setting
increasingly_complex,increasingly complex
general_condition_article,general condition article
poverty_trap,poverty trap
explicitly_recognize,explicitly recognize
average_annual_rainfall,average annual rainfall
internal_audit_department,internal audit department
run_counter,run counter
paddy_rice,paddy rice
square_mile,square mile
region_east_pacific,region east pacific
measure_metric,measure metric
press_release_immediate_release,press release immediate release
bird_specie,bird specie
correspond_author,correspond author
meter_installation,meter installation
compare_peer,compare peer
risk_rating_explanation,risk rating explanation
irrigate_crop,irrigate crop
widely_know,widely know
recipient_agreement_foregoing,recipient agreement foregoing
month_closing_date,month close date
notwithstanding_allocation,notwithstanding allocation
rat_highly_satisfactory,rat highly satisfactory
population_age,population age
seller_buyer,seller buyer
variable_spread,variable spread
letter_send,letter send
strictly_speak,strictly speak
time_overrun,time overrun
file_complaint,file complaint
maximum_asset_encumber,maximum asset encumber
intangible_asset,intangible asset
occupancy_rate,occupancy rate
ensure_disable_immediately_reservation,ensure disable immediately reservation
targeting_mechanism,target mechanism
notice_association_refund,notice association refund
negative_shock,negative shock
drinking_water_sanitation,drink water sanitation
team_member,team member
gross_enrollment,gross enrollment
requirement_severance_payment,requirement severance payment
operating_ratio,operate ratio
grass_root_level,grass root level
good_bid_evaluation,good bid evaluation
service_box_telephone,service box telephone
paragraph_delete_footnote_final,paragraph delete footnote final
coastal_plain,coastal plain
thereof_accordance_sound,thereof accordance sound
liquidity_position,liquidity position
tier_capital,tier capital
organic_fertilizer,organic fertilizer
quick_response,quick response
price_volatility,price volatility
approach_swap,approach swap
freight_insurance,freight insurance
difficult_costly,difficult costly
accident_occur,accident occur
conceptual_design,conceptual design
indigenous_people_indigenous_people,indigenous people indigenous people
disease_outbreak,disease outbreak
delegation_authority,delegation authority
home_visit,home visit
subsistence_crop,subsistence crop
relatively_cheap,relatively cheap
rapid_response_crisis,rapid response crisis
crucial_role,crucial role
school_feeding,school feeding
rainwater_harvesting,rainwater harvesting
unemployed_worker,unemployed worker
disabled_person,disabled person
sum_money,sum money
modify_read_follow,modify read follow
deliver_application_receive,deliver application receive
disproportionately_affect,disproportionately affect
engineer_technician,engineer technician
specify_pursuant_section,specify pursuant section
red_cross,red cross
denominate_dollar,denominate dollar
explicit_implicit,explicit implicit
act_catalyst,act catalyst
million_seven_thousand,million seven thousand
distance_travel,distance travel
local_litigation_lawyer,local litigation lawyer
satellite_image,satellite image
agreement_person_authenticated,agreement person authenticate
ensure_smooth_implementation,ensure smooth implementation
great_clarity,great clarity
gender_bias,gender bias
request_pursuant_paragraph,request pursuant paragraph
radical_change,radical change
sewage_collection,sewage collection
unaccounted_water,unaccounted water
pocket_expenditure,pocket expenditure
simulation_exercise,simulation exercise
operational_directive,operational directive
renewable_resource,renewable resource
heavy_truck,heavy truck
rice_maize,rice maize
tight_control,tight control
baseline_survey,baseline survey
term_reference_acceptable_association,term reference acceptable association
internet_connection,internet connection
obtain_judgment,obtain judgment
furnish_association_later_month,furnish association later month
comment_debate,comment debate
plant_machinery_equipment,plant machinery equipment
date_subsection_disbursement,date subsection disbursement
land_tenure_security,land tenure security
contaminate_soil,contaminate soil
pollution_load,pollution load
temporarily_permanently,temporarily permanently
dispute_settlement,dispute settlement
secure_transaction,secure transaction
aquatic_ecosystem,aquatic ecosystem
minor_repair,minor repair
river_flow,river flow
greatly_exceed,greatly exceed
carefully_monitor,carefully monitor
continuously_monitor,continuously monitor
oil_gas_mining,oil gas mining
legal_title,legal title
draw_lesson_learn,draw lesson learn
follow_memorandum_recommendation,follow memorandum recommendation
seriously_consider,seriously consider
accordance_paragraph_schedule,accordance paragraph schedule
month_ago,month ago
constitutional_amendment,constitutional amendment
cereal_crop,cereal crop
total_export_fob,total export fob
inform_decision_making,inform decision make
south_southeast,south southeast
transmission_grid,transmission grid
mitigate_negative,mitigate negative
standard_auditing_standard,standard auditing standard
currency_original_revise,currency original revise
directly_attributable,directly attributable
fourth_highway,fourth highway
constrain_ability,constrain ability
developed_develop,develop develop
able_absorb,able absorb
trigger_involuntary_resettlement,trigger involuntary resettlement
necessary_license_permit,necessary license permit
journal_human_resource,journal human resource
retail_outlet,retail outlet
rate_return_calculate,rate return calculate
maintain_sound_accounting,maintain sound accounting
environmental_assessment,environmental assessment
category_document_defendant,category document defendant
skill_mismatch,skill mismatch
commonly_know,commonly know
liability_insurance,liability insurance
submit_withdrawal_application,submit withdrawal application
datum_comparable_economy,datum comparable economy
bias_favor,bias favor
statistic_manual,statistic manual
fertile_land,fertile land
extended_period_time,extended period time
web_site_org,web site org
bind_constraint,bind constraint
disaster_prevention,disaster prevention
export_orient_industry,export orient industry
subject_matter_specialist,subject matter specialist
alter_native,alter native
liberalize_trade,liberalize trade
treasury_bond,treasury bond
secondary_schooling,secondary schooling
attachment_designate_account,attachment designate account
differ_widely,differ widely
supervision_supervision,supervision supervision
architect_engineer,architect engineer
policy_formulation,policy formulation
board_approval_partner,board approval partner
coffee_tea,coffee tea
definition_anti_corruption,definition anti corruption
express_desire,express desire
storage_disposal,storage disposal
lag_far,lag far
long_gestation_period,long gestation period
medium_term_prospect,medium term prospect
pol_icy,pol icy
risk_mitigation,risk mitigation
make_datum_comparable,make datum comparable
largely_drive,largely drive
japan_japan,japan japan
non_linear,non linear
male_female_male_female,male female male female
tranche_release,tranche release
general_equilibrium,general equilibrium
update_regularly,update regularly
conclusion_reference,conclusion reference
check_dam,check dam
involuntary_taking_land,involuntary land
material_modification_thereof,material modification thereof
home_abroad,home abroad
text_book,text book
permanent_land_acquisition,permanent land acquisition
ancillary_facility,ancillary facility
valuable_comment,valuable comment
email_org_query_relation,email org query relation
lie_foundation,lie foundation
socioeconomic_characteristic,socioeconomic characteristic
productivity_enhancement,productivity enhancement
prior_review_respect,prior review respect
electronically_recipient_confirm_authorized,electronically recipient confirm authorize
boundary_color_denomination_information,boundary color denomination information
incremental_expense_incur,incremental expense incur
shall_payable_currency,shall payable currency
sink_fund,sink fund
railway_station,railway station
date_amend_modification,date amend modification
deposit_trust_fund,deposit trust fund
claim_attorney_cost,claim attorney cost
climatic_zone,climatic zone
female_female,female female
fiscally_sustainable,fiscally sustainable
cancel_disburse_disburse,cancel disburse disburse
jun_mar,jun mar
association_condition_interfere,association condition interfere
breach_contract,breach contract
baseline_historical,baseline historical
rain_fall,rain fall
safeguard_assessment,safeguard assessment
meet_millennium_development,meet millennium development
analytical_advisory_activity,advisory activity
agriculture_forestry_fishing,agriculture forestry fishing
private_bureau_coverage,private bureau coverage
quick_win,quick win
adult_male,adult male
win_bidder,win bidder
market_capitalization,market capitalization
aid_kit,aid kit
subject_prior_approval,subject prior approval
vicious_circle,vicious circle
importer_exporter,importer exporter
fare_better,fare better
ease_register_property,ease register property
metro_manila,metro manila
internet_connectivity,internet connectivity
island_island,island island
small_sample_size,small sample size
winter_season,winter season
preparatory_study,preparatory study
child_malnutrition_child,child malnutrition child
structural_benchmark,structural benchmark
supervise_engineer,supervise engineer
republic_panama,republic panama
decline_fertility,decline fertility
shall_procure,shall procure
willing_accept,willing accept
central_highland,central highland
limitation_thereto_borrower,limitation thereto borrower
reduce_greenhouse_gas,reduce greenhouse gas
weather_station,weather station
maritime_transport,maritime transport
tell_story,tell story
obligation_shall_terminate,obligation shall terminate
sewerage_drainage,sewerage drainage
rest_solely_wish,rest solely wish
differ_considerably,differ considerably
crop_livestock_production,crop livestock production
debt_mature,debt mature
public_registry_coverage,public registry coverage
adjust_enrollment_ratio,adjust enrollment ratio
related_party_transaction,related party transaction
irrigated_land,irrigate land
trade_openness,trade openness
positive_attitude,positive attitude
asset_pledge_encumber,asset pledge encumber
relatively_small_size,relatively small size
address_shortcoming,address
open_defecation,open defecation
tracer_study,tracer study
careful_attention,careful attention
royal_government,royal government
use_electronic_mean,use electronic mean
generally_recipient_declare,generally recipient declare
carbon_dioxide_emission,carbon dioxide emission
wildlife_habitat,wildlife habitat
drip_irrigation,drip irrigation
withdrawal_authorize_allocation,withdrawal authorize allocation
replace_old,replace old
approve_council_minister,approve council minister
exporter_importer,exporter importer
inspection_panel,inspection panel
credit_bureau_coverage,credit bureau coverage
bidding_loan,bidding loan
bid_invite,bid invite
climate_smart_agriculture,climate smart agriculture
autonomous_entity,autonomous entity
source_business_database,source business database
contract_award_accordance_provision,contract award accordance provision
machine_tool,machine tool
surface_ground,surface ground
import_container,import container
class_room,class room
adaptation_endorse_world_bank,adaptation endorse world bank
routine_periodic_maintenance,routine periodic maintenance
deputy_general,deputy general
rural_dweller,rural dweller
political_unrest,political unrest
senior_vice_president,senior vice president
majority_respondent,majority respondent
qualified_experienced,qualified experienced
left_hand,left hand
software_package,software package
manufactured_export,manufacture export
submit_complaint,submit complaint
agriculture_food_security,agriculture food security
post_limited_sign,post limited sign
pad_data_sheet,pad data sheet
adequacy_internal_control,adequacy internal control
coverage_scope_accessibility,coverage scope accessibility
house_connection,house connection
date_herewith,date herewith
eliminate_adverse,eliminate adverse
residential_commercial_industrial,residential commercial industrial
attribution_adaptation_original,attribution adaptation original
instrument_witness_whereof_party,instrument witness whereof party
kilometer_mile,kilometer mile
vector_control,vector control
petroleum_corporation,petroleum corporation
exception_safeguard_policy,exception safeguard policy
section_limitation_provision,section limitation provision
quality_life,quality life
budgeting_accounting,budgeting accounting
enable_perform_obligation,enable perform obligation
woman_entrepreneur,woman entrepreneur
municipal_corporation,municipal corporation
solar_home,solar home
facility_preparation_reproduction,facility preparation reproduction
redundancy_cost,redundancy cost
capital_outflow,capital outflow
exceed_expectation,exceed expectation
distributional_effect,distributional effect
designing_implement,design implement
heavy_emphasis,heavy emphasis
mitigation_adaptation,mitigation adaptation
performance_moderately_moderately,performance moderately moderately
shareholder_right,shareholder right
weigh_heavily,weigh heavily
widely_available,widely available
global_value_chain,global value chain
trust_fund_grant,trust fund grant
appoint_president,appoint president
positive_statistically_significant,positive statistically significant
implementation_cumulatively_period,implementation cumulatively period
conservatively_estimate,conservatively estimate
group_judgment_legal,group judgment legal
theoretical_model,theoretical model
materially_adversely_ability,materially adversely ability
sand_gravel,sand gravel
ground_surface_water,ground surface water
post_harvest_loss,post harvest loss
cocoa_coffee,cocoa coffee
aggregate_ease_business,aggregate ease business
summary_statistic,summary statistic
consult_assignment,consult assignment
borrower_guarantor,borrower guarantor
special_account_statement,special account statement
web_org_price,web org price
ultimate_responsibility,ultimate responsibility
sovereign_debt,sovereign debt
literacy_numeracy,literacy numeracy
borrower_repay_twice,borrower repay twice
specification_bidding_document,specification bidding document
labor_market_outcome,labor market outcome
define_sum,define sum
analytical_underpinning,underpinning
access_safe,access safe
closely_involved,closely involved
manager_team_leader,manager team leader
good_non_consult,good non consult
animal_health,animal health
recipient_shall_furnish,recipient shall furnish
customize_data_set,customize datum set
particularly_pronounce,particularly pronounce
map_document_restrict,map document restrict
connect_grid,connect grid
error_translation_adaptation,error translation adaptation
installation_insurance_indemnity,installation insurance indemnity
print_copy_international,print copy international
manufactured_product,manufacture product
widen_gap,widen gap
remain_subdued,remain subdued
heritage_site,heritage site
agreement_allocated_total,agreement allocate total
transitional_period,transitional period
statement_balance_sheet,statement balance sheet
corporate_bond,corporate bond
disbursement_archive,disbursement archive
regression_model,regression model
database_database,database database
groundwater_recharge,groundwater recharge
formally_register,formally register
term_repayment_installment,term repayment installment
twin_arrangement,twin arrangement
statistically_different,statistically different
fair_competition,fair competition
travel_distance,travel distance
young_old,young old
grievance_resolution,grievance resolution
causal_link,causal link
strict_adherence,strict adherence
time_slice,time slice
org_custom_query,org custom query
highly_uncertain,highly uncertain
million_united_state,million united state
refresher_course,refresher course
activity_conceive_execute,activity conceive execute
date_mar_jun,date mar jun
revised_budget,revise budget
freely_available,freely available
sexually_transmit_infection,sexually transmit infection
disaster_relief,disaster relief
executive_director_resettlement_action,executive director resettlement action
website_gov,website gov
reconstruction_trust_fund,reconstruction trust fund
tree_fell,tree fall
lot_lot,lot lot
labor_tax_mandatory,labor tax mandatory
inform_consultation,inform consultation
article_decree,article decree
yahoo_com,yahoo com
exchange_rate_depreciation,exchange rate depreciation
achievement_intermediate_outcome,achievement intermediate outcome
inter_ministerial_coordination,inter ministerial coordination
chemical_chemical,chemical chemical
standard_deduction_exemption,standard deduction exemption
necessary_qualification_bidder,necessary qualification bidder
service_importation_manufacture,service importation manufacture
laboratory_test,laboratory test
deputy_prime_minister,deputy prime minister
self_esteem,self esteem
school_dropout,school dropout
baseline_end_target,baseline end target
memorandum_understand,memorandum understand
quotation_obtain,quotation obtain
effect_amend_abrogate,effect amend abrogate
decisive_action,decisive action
grievance_resolve,grievance resolve
managing_director,manage director
emergency_preparedness_response,emergency preparedness response
gross_enrollment_ratio,gross enrollment ratio
quick_disbursing,quick disburse
ample_evidence,ample evidence
let_method,let method
daily_lot,daily lot
